seed,schedule,phase,block_position,requested_goal,local_offset,truth_table_class,raw_hard_signature,majority_agreement,tuple_consistency,pure_goal
647,p_y_q,component_1_P,1,P,161,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
647,p_y_q,component_1_P,1,P,17,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
647,p_y_q,component_1_P,1,P,2,raw_codeword_specific_composite,0000000000000000000000000000000000000011010111110101110101011111,0.671875,0.796875,
647,p_y_q,component_1_P,1,P,222,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
647,p_y_q,component_1_P,1,P,24,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
647,p_y_q,component_1_P,1,P,256,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
647,p_y_q,component_1_P,1,P,3,raw_codeword_specific_composite,0000000000000000000000000000000001010011010111111101111111011111,0.6875,0.875,
647,p_y_q,component_1_P,1,P,33,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
647,p_y_q,component_1_P,1,P,4,raw_codeword_specific_composite,0000000000000000000000000000000001010111110111111101111111011111,0.71875,0.90625,P
647,p_y_q,component_1_P,1,P,45,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
647,p_y_q,component_1_P,1,P,5,raw_codeword_specific_composite,0000000000000000000000000000000001010111110111111101111111111111,0.703125,0.921875,P
647,p_y_q,component_1_P,1,P,62,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
647,p_y_q,component_1_P,1,P,7,raw_codeword_specific_composite,0000000000000000000000000000000001011111110111111111111111111111,0.734375,0.953125,P
647,p_y_q,component_1_P,1,P,85,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
647,p_y_q,component_1_P,1,P,9,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
647,p_y_q,component_2_Y,2,Y,0,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
647,p_y_q,component_2_Y,2,Y,1,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
647,p_y_q,component_2_Y,2,Y,117,raw_codeword_specific_composite,0000111111110000111100000000111100001111111100001111010010001111,0.75,0.96875,Y
647,p_y_q,component_2_Y,2,Y,128,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
647,p_y_q,component_2_Y,2,Y,13,raw_codeword_specific_composite,1111111111111111111111111111111011111111111111111111111111111111,0.484375,0.984375,
647,p_y_q,component_2_Y,2,Y,161,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
647,p_y_q,component_2_Y,2,Y,17,raw_codeword_specific_composite,1111111111111111111111111111111011111111111111111111111111111111,0.484375,0.984375,
647,p_y_q,component_2_Y,2,Y,2,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
647,p_y_q,component_2_Y,2,Y,222,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
647,p_y_q,component_2_Y,2,Y,24,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
647,p_y_q,component_2_Y,2,Y,256,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
647,p_y_q,component_2_Y,2,Y,3,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
647,p_y_q,component_2_Y,2,Y,33,raw_codeword_specific_composite,0000011101100000011000000000011011111111111111111111111111111111,0.640625,0.984375,
647,p_y_q,component_2_Y,2,Y,4,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
647,p_y_q,component_2_Y,2,Y,45,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
647,p_y_q,component_2_Y,2,Y,5,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
647,p_y_q,component_2_Y,2,Y,62,raw_codeword_specific_composite,0000111111110000011100000000111011111111111111111111111111111111,0.71875,0.96875,
647,p_y_q,component_2_Y,2,Y,7,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
647,p_y_q,component_2_Y,2,Y,85,other_candidate_tuple_consistent,0000111111110000111100000000111111111111111111111111111111111111,0.75,1.0,
647,p_y_q,component_2_Y,2,Y,9,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
647,p_y_q,component_3_Q,3,Q,0,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
647,p_y_q,component_3_Q,3,Q,1,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
647,p_y_q,component_3_Q,3,Q,117,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
647,p_y_q,component_3_Q,3,Q,128,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
647,p_y_q,component_3_Q,3,Q,13,raw_codeword_specific_composite,0001111111110001111100111001111100000000000000000000000000001011,0.453125,0.890625,
647,p_y_q,component_3_Q,3,Q,161,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
647,p_y_q,component_3_Q,3,Q,17,raw_codeword_specific_composite,0001111111110000111100010000111100000000000000000000000000000000,0.46875,0.96875,
647,p_y_q,component_3_Q,3,Q,2,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
647,p_y_q,component_3_Q,3,Q,222,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
647,p_y_q,component_3_Q,3,Q,24,raw_codeword_specific_composite,1001111111110000111110111001111100000000000000000000000000000000,0.390625,0.953125,
647,p_y_q,component_3_Q,3,Q,256,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
647,p_y_q,component_3_Q,3,Q,3,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
647,p_y_q,component_3_Q,3,Q,33,raw_codeword_specific_composite,1001111111111001111100011001111100001001111100001001000000001001,0.546875,0.953125,
647,p_y_q,component_3_Q,3,Q,4,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
647,p_y_q,component_3_Q,3,Q,45,raw_codeword_specific_composite,1001111111011001111110011001111100001001110100001101000000001001,0.546875,0.953125,
647,p_y_q,component_3_Q,3,Q,5,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
647,p_y_q,component_3_Q,3,Q,62,raw_codeword_specific_composite,1001101110011001110110011001100100001001110100011001000100011001,0.65625,0.90625,
647,p_y_q,component_3_Q,3,Q,7,raw_codeword_specific_composite,0000111111110000111100011101111100001111111100001111000000001111,0.6875,0.9375,Y
647,p_y_q,component_3_Q,3,Q,85,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
647,p_y_q,component_3_Q,3,Q,9,raw_codeword_specific_composite,1001111111111011111101111111111100001111111100001111000000001111,0.5625,0.9375,
647,p_y_q,washout,4,,0,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
647,p_y_q,washout,4,,1,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
647,p_y_q,washout,4,,117,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
647,p_y_q,washout,4,,128,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
647,p_y_q,washout,4,,13,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
647,p_y_q,washout,4,,161,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
647,p_y_q,washout,4,,17,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
647,p_y_q,washout,4,,2,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
647,p_y_q,washout,4,,222,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
647,p_y_q,washout,4,,24,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
647,p_y_q,washout,4,,256,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
647,p_y_q,washout,4,,3,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
647,p_y_q,washout,4,,33,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
647,p_y_q,washout,4,,4,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
647,p_y_q,washout,4,,45,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
647,p_y_q,washout,4,,5,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
647,p_y_q,washout,4,,62,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
647,p_y_q,washout,4,,7,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
647,p_y_q,washout,4,,85,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
647,p_y_q,washout,4,,9,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
647,q_p_y,component_1_Q,1,Q,0,raw_codeword_specific_composite,0000101100001101000001010000000100000011000001110000110100000101,0.515625,0.703125,
647,q_p_y,component_1_Q,1,Q,1,raw_codeword_specific_composite,0001101100001101000001010000000100011011000111110001111100001111,0.59375,0.65625,
647,q_p_y,component_1_Q,1,Q,117,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
647,q_p_y,component_1_Q,1,Q,128,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
647,q_p_y,component_1_Q,1,Q,13,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
647,q_p_y,component_1_Q,1,Q,161,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
647,q_p_y,component_1_Q,1,Q,17,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
647,q_p_y,component_1_Q,1,Q,2,raw_codeword_specific_composite,0001101100011101000110010000000100011011000111110001111100011111,0.640625,0.703125,
647,q_p_y,component_1_Q,1,Q,222,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
647,q_p_y,component_1_Q,1,Q,24,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
647,q_p_y,component_1_Q,1,Q,256,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
647,q_p_y,component_1_Q,1,Q,3,raw_codeword_specific_composite,0001100100011101000110010001000110011011100111111001111111011101,0.671875,0.828125,
647,q_p_y,component_1_Q,1,Q,33,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
647,q_p_y,component_1_Q,1,Q,4,raw_codeword_specific_composite,0001100100011001000110010001000110011011100110011001111111011101,0.71875,0.84375,
647,q_p_y,component_1_Q,1,Q,45,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
647,q_p_y,component_1_Q,1,Q,5,raw_codeword_specific_composite,1001100100011001000110010001000110011011100110011001110110011101,0.734375,0.890625,
647,q_p_y,component_1_Q,1,Q,62,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
647,q_p_y,component_1_Q,1,Q,7,raw_codeword_specific_composite,1001100100011001000110010001000110011001100110011001100110011101,0.734375,0.921875,Q
647,q_p_y,component_1_Q,1,Q,85,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
647,q_p_y,component_1_Q,1,Q,9,raw_codeword_specific_composite,1001100110011001000110010001000110011001100110011001100110011001,0.734375,0.953125,Q
647,q_p_y,component_2_P,2,P,0,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
647,q_p_y,component_2_P,2,P,1,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
647,q_p_y,component_2_P,2,P,117,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
647,q_p_y,component_2_P,2,P,128,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
647,q_p_y,component_2_P,2,P,13,raw_codeword_specific_composite,1001100110011001100110011001100110111001101110011011100110111001,0.75,0.9375,Q
647,q_p_y,component_2_P,2,P,161,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
647,q_p_y,component_2_P,2,P,17,raw_codeword_specific_composite,1001100110011001100110011001100110111001101110111011101111111011,0.71875,0.90625,
647,q_p_y,component_2_P,2,P,2,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
647,q_p_y,component_2_P,2,P,222,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
647,q_p_y,component_2_P,2,P,24,raw_codeword_specific_composite,0000000000000000000000000000000011111011111110111111101111111011,0.75,0.9375,P
647,q_p_y,component_2_P,2,P,256,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
647,q_p_y,component_2_P,2,P,3,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
647,q_p_y,component_2_P,2,P,33,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
647,q_p_y,component_2_P,2,P,4,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
647,q_p_y,component_2_P,2,P,45,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
647,q_p_y,component_2_P,2,P,5,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
647,q_p_y,component_2_P,2,P,62,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
647,q_p_y,component_2_P,2,P,7,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
647,q_p_y,component_2_P,2,P,85,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
647,q_p_y,component_2_P,2,P,9,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
647,q_p_y,component_3_Y,3,Y,0,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
647,q_p_y,component_3_Y,3,Y,1,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
647,q_p_y,component_3_Y,3,Y,117,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
647,q_p_y,component_3_Y,3,Y,128,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
647,q_p_y,component_3_Y,3,Y,13,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
647,q_p_y,component_3_Y,3,Y,161,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
647,q_p_y,component_3_Y,3,Y,17,raw_codeword_specific_composite,0000001000001010000000000000101011111111111111111111111111111111,0.703125,0.921875,P
647,q_p_y,component_3_Y,3,Y,2,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
647,q_p_y,component_3_Y,3,Y,222,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
647,q_p_y,component_3_Y,3,Y,24,raw_codeword_specific_composite,0000000000000000000000000000000011101110111011101110111111101111,0.65625,0.90625,P
647,q_p_y,component_3_Y,3,Y,256,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
647,q_p_y,component_3_Y,3,Y,3,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
647,q_p_y,component_3_Y,3,Y,33,raw_codeword_specific_composite,0010001000100000001000100010001001100110011000100110011001100110,0.40625,0.875,
647,q_p_y,component_3_Y,3,Y,4,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
647,q_p_y,component_3_Y,3,Y,45,raw_codeword_specific_composite,0110011101100000111100100110011001101111111001101111111111111111,0.515625,0.828125,
647,q_p_y,component_3_Y,3,Y,5,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
647,q_p_y,component_3_Y,3,Y,62,raw_codeword_specific_composite,0000111101100000111100000100011000001111111000001111110101011111,0.671875,0.828125,
647,q_p_y,component_3_Y,3,Y,7,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
647,q_p_y,component_3_Y,3,Y,85,raw_codeword_specific_composite,0000111111110000111100000000111100001111111100001111000001001111,0.734375,0.984375,Y
647,q_p_y,component_3_Y,3,Y,9,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
647,q_p_y,washout,4,,0,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
647,q_p_y,washout,4,,1,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
647,q_p_y,washout,4,,117,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
647,q_p_y,washout,4,,128,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
647,q_p_y,washout,4,,13,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
647,q_p_y,washout,4,,161,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
647,q_p_y,washout,4,,17,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
647,q_p_y,washout,4,,2,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
647,q_p_y,washout,4,,222,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
647,q_p_y,washout,4,,24,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
647,q_p_y,washout,4,,256,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
647,q_p_y,washout,4,,3,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
647,q_p_y,washout,4,,33,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
647,q_p_y,washout,4,,4,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
647,q_p_y,washout,4,,45,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
647,q_p_y,washout,4,,5,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
647,q_p_y,washout,4,,62,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
647,q_p_y,washout,4,,7,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
647,q_p_y,washout,4,,85,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
647,q_p_y,washout,4,,9,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
647,q_y_p,component_1_Q,1,Q,0,raw_codeword_specific_composite,0000101100001101000001010000000100000011000001110000110100000101,0.515625,0.703125,
647,q_y_p,component_1_Q,1,Q,1,raw_codeword_specific_composite,0001101100001101000001010000000100011011000111110001111100001111,0.59375,0.65625,
647,q_y_p,component_1_Q,1,Q,117,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
647,q_y_p,component_1_Q,1,Q,128,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
647,q_y_p,component_1_Q,1,Q,13,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
647,q_y_p,component_1_Q,1,Q,161,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
647,q_y_p,component_1_Q,1,Q,17,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
647,q_y_p,component_1_Q,1,Q,2,raw_codeword_specific_composite,0001101100011101000110010000000100011011000111110001111100011111,0.640625,0.703125,
647,q_y_p,component_1_Q,1,Q,222,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
647,q_y_p,component_1_Q,1,Q,24,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
647,q_y_p,component_1_Q,1,Q,256,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
647,q_y_p,component_1_Q,1,Q,3,raw_codeword_specific_composite,0001100100011101000110010001000110011011100111111001111111011101,0.671875,0.828125,
647,q_y_p,component_1_Q,1,Q,33,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
647,q_y_p,component_1_Q,1,Q,4,raw_codeword_specific_composite,0001100100011001000110010001000110011011100110011001111111011101,0.71875,0.84375,
647,q_y_p,component_1_Q,1,Q,45,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
647,q_y_p,component_1_Q,1,Q,5,raw_codeword_specific_composite,1001100100011001000110010001000110011011100110011001110110011101,0.734375,0.890625,
647,q_y_p,component_1_Q,1,Q,62,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
647,q_y_p,component_1_Q,1,Q,7,raw_codeword_specific_composite,1001100100011001000110010001000110011001100110011001100110011101,0.734375,0.921875,Q
647,q_y_p,component_1_Q,1,Q,85,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
647,q_y_p,component_1_Q,1,Q,9,raw_codeword_specific_composite,1001100110011001000110010001000110011001100110011001100110011001,0.734375,0.953125,Q
647,q_y_p,component_2_Y,2,Y,0,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
647,q_y_p,component_2_Y,2,Y,1,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
647,q_y_p,component_2_Y,2,Y,117,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
647,q_y_p,component_2_Y,2,Y,128,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
647,q_y_p,component_2_Y,2,Y,13,raw_codeword_specific_composite,1111111111111111111110111011101110011001100110011001100110011001,0.546875,0.953125,
647,q_y_p,component_2_Y,2,Y,161,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
647,q_y_p,component_2_Y,2,Y,17,raw_codeword_specific_composite,1011101110111011101110111011101110011001100110011001100110011001,0.625,0.875,
647,q_y_p,component_2_Y,2,Y,2,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
647,q_y_p,component_2_Y,2,Y,222,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
647,q_y_p,component_2_Y,2,Y,24,raw_codeword_specific_composite,1001100110011001100110011001100110001000100010001000100010001000,0.625,0.875,
647,q_y_p,component_2_Y,2,Y,256,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
647,q_y_p,component_2_Y,2,Y,3,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
647,q_y_p,component_2_Y,2,Y,33,raw_codeword_specific_composite,1011101110111011101110111011101110111001101110111010100110011011,0.625,0.78125,
647,q_y_p,component_2_Y,2,Y,4,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
647,q_y_p,component_2_Y,2,Y,45,raw_codeword_specific_composite,1001100110011001100110011001110100001000100100000000000000001001,0.5625,0.9375,
647,q_y_p,component_2_Y,2,Y,5,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
647,q_y_p,component_2_Y,2,Y,62,raw_codeword_specific_composite,1001101111111001111110011001111100101000101100001010000000001011,0.515625,0.890625,
647,q_y_p,component_2_Y,2,Y,7,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
647,q_y_p,component_2_Y,2,Y,85,raw_codeword_specific_composite,1000111111110000111100001001111100101011111100001011000000001111,0.65625,0.90625,Y
647,q_y_p,component_2_Y,2,Y,9,raw_codeword_specific_composite,1001101110011001101110111001100110011001100110011001100110011001,0.703125,0.953125,Q
647,q_y_p,component_3_P,3,P,0,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
647,q_y_p,component_3_P,3,P,1,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
647,q_y_p,component_3_P,3,P,117,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
647,q_y_p,component_3_P,3,P,128,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
647,q_y_p,component_3_P,3,P,13,raw_codeword_specific_composite,0000011001100000111100000000011000001111111100001111001001101111,0.609375,0.921875,
647,q_y_p,component_3_P,3,P,161,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
647,q_y_p,component_3_P,3,P,17,raw_codeword_specific_composite,0000011001100000011100000000011000101111111100101111011001101111,0.546875,0.953125,
647,q_y_p,component_3_P,3,P,2,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
647,q_y_p,component_3_P,3,P,222,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
647,q_y_p,component_3_P,3,P,24,raw_codeword_specific_composite,0000000000000000000000000000000001101111111101111111111101101111,0.671875,0.953125,P
647,q_y_p,component_3_P,3,P,256,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
647,q_y_p,component_3_P,3,P,3,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
647,q_y_p,component_3_P,3,P,33,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
647,q_y_p,component_3_P,3,P,4,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
647,q_y_p,component_3_P,3,P,45,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
647,q_y_p,component_3_P,3,P,5,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
647,q_y_p,component_3_P,3,P,62,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
647,q_y_p,component_3_P,3,P,7,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
647,q_y_p,component_3_P,3,P,85,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
647,q_y_p,component_3_P,3,P,9,raw_codeword_specific_composite,0000111111100000111100000000111000001111111100001111000000001111,0.71875,0.96875,Y
647,q_y_p,washout,4,,0,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
647,q_y_p,washout,4,,1,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
647,q_y_p,washout,4,,117,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
647,q_y_p,washout,4,,128,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
647,q_y_p,washout,4,,13,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
647,q_y_p,washout,4,,161,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
647,q_y_p,washout,4,,17,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
647,q_y_p,washout,4,,2,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
647,q_y_p,washout,4,,222,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
647,q_y_p,washout,4,,24,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
647,q_y_p,washout,4,,256,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
647,q_y_p,washout,4,,3,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
647,q_y_p,washout,4,,33,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
647,q_y_p,washout,4,,4,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
647,q_y_p,washout,4,,45,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
647,q_y_p,washout,4,,5,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
647,q_y_p,washout,4,,62,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
647,q_y_p,washout,4,,7,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
647,q_y_p,washout,4,,85,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
647,q_y_p,washout,4,,9,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
647,y_p_q,component_1_Y,1,Y,0,raw_codeword_specific_composite,0000101100001101000001010000000100000011000001110000110100000101,0.515625,0.703125,
