inference_status,run_id,seed,cohort,q_only_error_count,step,examples_seen,cumulative_q_only_presentations,unique_q_only_rows_seen,seen_active_codewords,active_codeword_coverage,signature,tuple_consistency,codeword_consistency,nuisance_consistency,stable_gate,taxonomy,q_only_diagnostic_accuracy,common_iid_target_accuracy,q_only_factorial_accuracy,q_only_target_probability,q_only_seen_accuracy,q_only_seen_target_probability,q_only_unseen_accuracy,q_only_unseen_target_probability,seen_minus_unseen_probability,behavior_P,behavior_Q,behavior_Y,causal_P,causal_Q,causal_Y,probe_P,probe_Q,probe_Y,tuple_-+-_positive_rate,tuple_-+-_target_probability,tuple_+-+_positive_rate,tuple_+-+_target_probability,first_q_only_presentation_step,all_unique_q_only_seen_step,design_panel,pure_Y,pure_Q,pure_P
adaptive_exploratory_posthoc_paired_support_intervention,e7b1301416b3c8ce03a6,103,fresh,10,8192,2048000,2048,10,9,0.140625,81,0.90283203125,0.90234375,0.9765625,0,other semantic rule,0.4409,1.0,0.451171875,0.44891285468508557,0.8402777777777778,0.7970192015155491,0.3875,0.39194999793100976,0.4050692035845393,0.36279296875,0.63720703125,0.86279296875,0.3604736328125,0.63861083984375,0.8608154296875,0.9951171875,0.98974609375,0.999267578125,0.4375,0.5513598398843824,0.33984375,0.3464658694857886,2,38,primary_registered,0,0,0
adaptive_exploratory_posthoc_paired_support_intervention,27cff41ae3ebdbdb3c25,103,fresh,50,8192,2048000,10243,50,36,0.5625,85,0.98046875,0.98046875,0.99365234375,0,pure Y,0.9497,0.998,0.9501953125,0.9447119074334054,0.9722222222222222,0.9691967495992557,0.921875,0.9132313960773121,0.05596535352194365,0.49462890625,0.51953125,0.98046875,0.4949951171875,0.5189208984375,0.9808349609375,0.953857421875,0.978271484375,1.0,0.029296875,0.9686193016924652,0.9296875,0.9208045131743455,1,40,primary_registered,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,b1da3f6005700bf9cc15,103,fresh,100,8192,2048000,20479,100,48,0.75,85,0.990966796875,0.9921875,0.993408203125,0,pure Y,0.9897,0.99825,0.986328125,0.9828982663051635,0.9895833333333334,0.9878851419337448,0.9765625,0.9679376394194201,0.019947502514324644,0.502197265625,0.509033203125,0.990966796875,0.503173828125,0.50860595703125,0.9916259765625,0.948486328125,0.955322265625,1.0,0.015625,0.9833351848718368,0.98828125,0.9824613477384904,1,40,primary_registered,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,ec25cee5f81b3b9e3bad,103,fresh,250,8192,2048000,51202,250,61,0.953125,85,0.996826171875,1.0,0.996826171875,0,pure Y,0.9999,0.999,1.0,0.9992063223125843,1.0,0.9993827521390982,1.0,0.9956189158401356,0.0037638362989625973,0.503173828125,0.503173828125,0.996826171875,0.502685546875,0.50311279296875,0.9968994140625,0.945556640625,0.908447265625,1.0,0.0,0.9991075045423202,1.0,0.9993051400828485,1,40,primary_registered,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,cde6a2d45ebd9eae8197,103,fresh,450,8192,2048000,92162,450,64,1.0,85,0.9638671875,0.9765625,0.9775390625,0,pure Y,0.9965,0.99225,0.994140625,0.9921519078166968,0.994140625,0.9921519078166968,,,,0.533203125,0.5361328125,0.9638671875,0.5321044921875,0.535888671875,0.9647705078125,0.97412109375,0.9306640625,1.0,0.0,0.9971034267154346,0.98828125,0.987200388917959,1,40,primary_registered,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,c8e819771a5c44c8295d,107,fresh,0,8192,2048000,0,0,0,0.0,113,0.9921875,0.99609375,0.99462890625,1,stable gate 113,0.014,0.99875,0.013671875,0.018804319072644585,,,0.013671875,0.018804319072644585,,0.2578125,0.7509765625,0.7490234375,0.25732421875,0.74981689453125,0.7489013671875,0.986572265625,0.990234375,0.9912109375,0.986328125,0.017359285622381204,0.013671875,0.020249352522908017,,0,primary_registered,0,0,0
adaptive_exploratory_posthoc_paired_support_intervention,f7dfa286e3deb5bba5c0,107,fresh,2,8192,2048000,410,2,2,0.03125,113,0.90283203125,0.89453125,0.97412109375,1,stable gate 113,0.3751,0.999,0.3740234375,0.36708619897446115,0.90625,0.8932463279202216,0.35685483870967744,0.3501132915891141,0.5431330363311075,0.34716796875,0.66015625,0.83984375,0.3472900390625,0.65972900390625,0.8390380859375,0.97802734375,0.98486328125,0.999267578125,0.654296875,0.34412418679228685,0.40234375,0.39004821115663557,17,40,primary_registered,0,0,0
adaptive_exploratory_posthoc_paired_support_intervention,bc7f546658acc5b99869,107,fresh,4,8192,2048000,819,4,4,0.0625,113,0.9091796875,0.91015625,0.97314453125,1,stable gate 113,0.356,0.999,0.3486328125,0.35155767303628804,0.796875,0.7415914961429511,0.31875,0.3255554181625105,0.41603607798044057,0.3408203125,0.66650390625,0.83349609375,0.3424072265625,0.66546630859375,0.833251953125,0.97412109375,0.990478515625,0.99951171875,0.654296875,0.3520061093410416,0.3515625,0.3511092367315346,17,40,triggered_refinement,0,0,0
adaptive_exploratory_posthoc_paired_support_intervention,486c410b22c86b5bd58a,107,fresh,6,8192,2048000,1228,6,6,0.09375,85,0.889404296875,0.890625,0.967041015625,0,raw-codeword patch,0.5611,0.99925,0.5634765625,0.5558052344552088,0.8333333333333334,0.7932915204955471,0.5355603448275862,0.5312376876234497,0.2620538328720974,0.392333984375,0.610595703125,0.889404296875,0.3912353515625,0.6104736328125,0.8898193359375,0.966552734375,0.98193359375,1.0,0.482421875,0.5186071375939643,0.609375,0.5930033313164532,10,40,triggered_refinement,0,0,0
adaptive_exploratory_posthoc_paired_support_intervention,1d4aac4bbc1a23c64183,107,fresh,8,8192,2048000,1638,8,7,0.109375,85,0.90478515625,0.890625,0.9755859375,0,pure Y,0.6023,0.99975,0.619140625,0.6111521808826673,0.9821428571428571,0.9403228835447014,0.5745614035087719,0.5707277086259264,0.369595174918775,0.40478515625,0.59521484375,0.90478515625,0.402587890625,0.598876953125,0.902587890625,0.950927734375,0.97314453125,1.0,0.388671875,0.6031388652613796,0.626953125,0.6191654965039552,10,40,triggered_refinement,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,fc8c59b5de3726072ae4,107,fresh,10,8192,2048000,2047,10,9,0.140625,85,0.9423828125,0.94921875,0.978515625,0,pure Y,0.7728,0.99975,0.77734375,0.7783388594640805,0.9930555555555556,0.9800442276718222,0.7420454545454546,0.7453325264846321,0.2347117011871901,0.4462890625,0.5576171875,0.9423828125,0.4462890625,0.55609130859375,0.9421630859375,0.974365234375,0.979248046875,1.0,0.201171875,0.7941868198931317,0.755859375,0.7624908990350296,10,40,primary_registered,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,7d32b815ac03bccadc05,107,fresh,50,8192,2048000,10239,50,34,0.53125,85,1.0,1.0,1.0,0,pure Y,1.0,1.0,1.0,0.9996540690857034,1.0,0.9996998688019568,1.0,0.9996021627406161,9.7706061340741e-05,0.5,0.5,1.0,0.5,0.5,1.0,0.977294921875,0.91748046875,1.0,0.0,0.9997680831937592,1.0,0.9995400549776474,1,40,primary_registered,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,ae59a88140793b843fd8,107,fresh,100,8192,2048000,20483,100,49,0.765625,85,1.0,1.0,1.0,0,pure Y,1.0,1.0,1.0,0.9999125549216226,1.0,0.9999140232082374,1.0,0.9999077585186805,6.2646895568896355e-06,0.5,0.5,1.0,0.5,0.5,1.0,0.961181640625,0.906982421875,1.0,0.0,0.9999237228414587,1.0,0.9999013870017863,1,40,primary_registered,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,36ab61d49ddd5bcfe2da,107,fresh,250,8192,2048000,51206,250,63,0.984375,85,1.0,1.0,1.0,0,pure Y,1.0,1.0,1.0,0.9998529779742524,1.0,0.9998506448197988,1.0,0.9999999667048273,-0.000149321885028475,0.5,0.5,1.0,0.5,0.5,1.0,0.9794921875,0.861328125,1.0,0.0,0.9998961896702291,1.0,0.9998097662782757,1,40,primary_registered,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,630fedbbce75f7244a18,107,fresh,450,8192,2048000,92156,450,64,1.0,23,0.890380859375,0.91796875,0.927001953125,0,raw-codeword patch,0.9212,0.9665,0.91015625,0.9012752175035954,0.91015625,0.9012752175035954,,,,0.648681640625,0.685302734375,0.806396484375,0.6474609375,0.68060302734375,0.8095703125,0.9716796875,0.908935546875,0.939453125,0.083984375,0.9105508595674288,0.904296875,0.8919995754397619,1,40,primary_registered,0,0,0
adaptive_exploratory_posthoc_paired_support_intervention,86c0d1b3e235bdf382ba,109,fresh,0,8192,2048000,0,0,0,0.0,113,0.9931640625,0.99609375,0.9970703125,1,stable gate 113,0.024,1.0,0.02734375,0.03444985644325178,,,0.02734375,0.03444985644325178,,0.2568359375,0.7431640625,0.7568359375,0.257568359375,0.7430419921875,0.756689453125,0.99365234375,0.998046875,0.9873046875,0.9453125,0.06465583554493282,0.0,0.004243877341570803,,0,primary_registered,0,0,0
adaptive_exploratory_posthoc_paired_support_intervention,249a93cf95b7737dc989,109,fresh,2,8192,2048000,409,2,2,0.03125,113,0.96337890625,0.9609375,0.9833984375,1,stable gate 113,0.132,1.0,0.1455078125,0.1541217339024033,0.4375,0.4587806943208138,0.13608870967741934,0.14429402550180942,0.3144866688190044,0.28662109375,0.7138671875,0.7861328125,0.2852783203125,0.71453857421875,0.7852294921875,0.994140625,0.99853515625,0.9990234375,0.814453125,0.19017161775900193,0.10546875,0.11807185004580466,7,10,primary_registered,0,0,0
adaptive_exploratory_posthoc_paired_support_intervention,98f3df4873091393e444,109,fresh,4,8192,2048000,819,4,4,0.0625,113,0.931640625,0.94140625,0.97314453125,1,stable gate 113,0.2699,1.0,0.26953125,0.2804856700879724,0.53125,0.5147361532343533,0.2520833333333333,0.264868971211547,0.24986718202280628,0.318359375,0.68359375,0.81640625,0.3187255859375,0.68292236328125,0.816943359375,0.985595703125,0.9931640625,0.998291015625,0.6328125,0.368651814519819,0.171875,0.19231952565612584,7,23,triggered_refinement,0,0,0
adaptive_exploratory_posthoc_paired_support_intervention,fa1c73fdc5ed202c1559,109,fresh,6,8192,2048000,1228,6,5,0.078125,81,0.88720703125,0.8828125,0.96875,0,raw-codeword patch,0.4921,1.0,0.509765625,0.49584391221358515,0.8125,0.7964888305382802,0.4841101694915254,0.4703655293047127,0.32612330123356753,0.37744140625,0.62255859375,0.87744140625,0.3753662109375,0.62506103515625,0.8748291015625,0.995361328125,0.985107421875,0.99853515625,0.44140625,0.5563580001754725,0.4609375,0.43532982425169786,7,23,triggered_refinement,0,0,0
adaptive_exploratory_posthoc_paired_support_intervention,62159c4696eda78281b8,109,fresh,8,8192,2048000,1637,8,7,0.109375,85,0.91064453125,0.9140625,0.96923828125,0,pure Y,0.64,1.0,0.6435546875,0.6330011696804198,0.7142857142857143,0.7049751107934817,0.6348684210526315,0.6241622646314472,0.08081284616203455,0.4111328125,0.58935546875,0.91064453125,0.4097900390625,0.58953857421875,0.91083984375,0.9912109375,0.989990234375,1.0,0.279296875,0.7093369382866586,0.56640625,0.5566654010741809,7,28,triggered_refinement,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,3cefc6e9fd43898fd487,109,fresh,10,8192,2048000,2046,10,9,0.140625,85,0.90966796875,0.90625,0.97607421875,0,pure Y,0.6399,1.0,0.638671875,0.6397399022066512,0.9027777777777778,0.8716919038481312,0.5954545454545455,0.6017841201198637,0.2699077837282675,0.40966796875,0.59033203125,0.90966796875,0.4095458984375,0.59051513671875,0.9098876953125,0.993896484375,0.991943359375,1.0,0.310546875,0.6923340427217234,0.587890625,0.5871457616915793,7,31,primary_registered,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,51ef82558c99efb5534d,109,fresh,50,8192,2048000,10239,50,35,0.546875,85,0.992431640625,0.99609375,0.996337890625,0,pure Y,0.9705,1.0,0.9716796875,0.9631459321353578,1.0,0.9946183218636585,0.9375,0.9251620134977538,0.06945630836590466,0.493408203125,0.507568359375,0.992431640625,0.4927978515625,0.50750732421875,0.9920654296875,0.985595703125,0.972900390625,1.0,0.00390625,0.9885033521355646,0.947265625,0.937788512135151,2,40,primary_registered,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,32816c71ee6f640a3c8c,109,fresh,100,8192,2048000,20477,100,51,0.796875,85,1.0,1.0,1.0,0,pure Y,0.9994,1.0,1.0,0.9985391717871178,1.0,0.9992240741618528,1.0,0.9958522470862344,0.003371827075618339,0.5,0.5,1.0,0.4998779296875,0.5001220703125,0.99970703125,0.989990234375,0.97705078125,1.0,0.0,0.9983174177908697,1.0,0.9987609257833658,1,40,primary_registered,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,ee17b6aa154701f5fffd,109,fresh,250,8192,2048000,51190,250,63,0.984375,85,1.0,1.0,1.0,0,pure Y,1.0,1.0,1.0,0.9999436114199157,1.0,0.9999449688313812,1.0,0.9998580944975879,8.687433379328535e-05,0.5,0.5,1.0,0.5,0.5,1.0,0.98095703125,0.964599609375,1.0,0.0,0.9999357855497892,1.0,0.999951437290042,1,40,primary_registered,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,86a932a443bd6c03eac1,109,fresh,450,8192,2048000,92143,450,64,1.0,85,0.97607421875,0.9921875,0.978515625,0,pure Y,0.9996,0.99725,1.0,0.9986560757790589,1.0,0.9986560757790589,,,,0.52392578125,0.52392578125,0.97607421875,0.521240234375,0.52081298828125,0.97744140625,0.94873046875,0.947509765625,1.0,0.0,0.9980527504192631,1.0,0.9992594011388547,1,40,primary_registered,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,98f65e44d72789321735,113,fresh,0,8192,2048000,0,0,0,0.0,113,0.9609375,0.96875,0.9814453125,1,stable gate 113,0.1627,1.0,0.15625,0.17398512665336133,,,0.15625,0.17398512665336133,,0.2890625,0.7109375,0.7890625,0.2904052734375,0.71014404296875,0.78994140625,0.994384765625,0.998046875,0.9990234375,0.80078125,0.2089085196037761,0.11328125,0.13906173370294656,,0,primary_registered,0,0,0
adaptive_exploratory_posthoc_paired_support_intervention,d5aabedafa1bf6573288,113,fresh,2,8192,2048000,409,2,2,0.03125,85,0.922607421875,0.92578125,0.966552734375,0,pure Y,0.6733,1.0,0.6904296875,0.6585298128766599,1.0,0.9163508277017726,0.6804435483870968,0.6502130059468176,0.26613782175495493,0.422607421875,0.577392578125,0.922607421875,0.4208984375,0.57861328125,0.9203857421875,0.976806640625,0.996337890625,1.0,0.240234375,0.7148502214878942,0.62109375,0.6022094042654255,2,28,primary_registered,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,8027a7631d047fd437cc,113,fresh,4,8192,2048000,819,4,4,0.0625,85,0.91845703125,0.92578125,0.97412109375,0,pure Y,0.6642,1.0,0.673828125,0.657544618806433,0.96875,0.9257314195481182,0.6541666666666667,0.6396654987569874,0.2860659207911308,0.41845703125,0.58154296875,0.91845703125,0.4197998046875,0.58111572265625,0.9192626953125,0.988525390625,0.9873046875,1.0,0.287109375,0.6849119459173213,0.634765625,0.6301772916955448,1,28,triggered_refinement,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,760fea7992e47240c292,113,fresh,6,8192,2048000,1228,6,5,0.078125,85,0.99365234375,0.99609375,0.99462890625,0,pure Y,0.9751,1.0,0.974609375,0.9506154400579836,1.0,0.9891118092673615,0.972457627118644,0.9473530358876973,0.04175877337966427,0.49365234375,0.50634765625,0.99365234375,0.494140625,0.50567626953125,0.99375,0.99609375,0.989013671875,1.0,0.02734375,0.948299119755683,0.9765625,0.9529317603602839,1,28,triggered_refinement,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,4ad030ce640de255c886,113,fresh,8,8192,2048000,1638,8,7,0.109375,85,0.99658203125,1.0,0.99658203125,0,pure Y,0.9903,1.0,0.986328125,0.9698252287455966,1.0,0.988503116746167,0.9846491228070176,0.9675314530262284,0.020971663719938527,0.49658203125,0.50341796875,0.99658203125,0.4964599609375,0.5030517578125,0.996923828125,0.98876953125,0.989501953125,1.0,0.009765625,0.9768836779399586,0.982421875,0.9627667795512348,1,40,triggered_refinement,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,ae5a28c08389262a49ff,113,fresh,10,8192,2048000,2048,10,8,0.125,85,0.99951171875,1.0,0.99951171875,0,pure Y,0.9962,1.0,0.998046875,0.9847030425297623,1.0,0.9973188745295344,0.9977678571428571,0.982900780815509,0.01441809371402536,0.49951171875,0.50048828125,0.99951171875,0.49951171875,0.5006103515625,0.9992431640625,0.988525390625,0.98681640625,1.0,0.00390625,0.9844870657160886,1.0,0.984919019343436,1,40,primary_registered,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,cc1c5fa574e7c4690caf,113,fresh,50,8192,2048000,10241,50,36,0.5625,85,1.0,1.0,1.0,0,pure Y,1.0,1.0,1.0,0.9997588955523515,1.0,0.999891358494582,1.0,0.999588586055198,0.00030277243938403586,0.5,0.5,1.0,0.5,0.5,1.0,0.97412109375,0.984130859375,1.0,0.0,0.9996914114991206,1.0,0.9998263796055826,1,40,primary_registered,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,068bf406dbbc424df0ab,113,fresh,100,8192,2048000,20483,100,52,0.8125,85,1.0,1.0,1.0,0,pure Y,1.0,1.0,1.0,0.9997310637655783,1.0,0.9998512439157918,1.0,0.9992102831146533,0.0006409608011385126,0.5,0.5,1.0,0.5001220703125,0.5,0.999951171875,0.983642578125,0.9638671875,1.0,0.0,0.9998144696982235,1.0,0.9996476578329332,1,40,primary_registered,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,78ccfad629202a807f46,113,fresh,250,8192,2048000,51204,250,63,0.984375,85,0.998291015625,1.0,0.998291015625,0,pure Y,0.9996,0.99925,0.998046875,0.9976266209669121,0.998015873015873,0.9976198263829482,1.0,0.9980546797566417,-0.0004348533736935334,0.500732421875,0.501708984375,0.998291015625,0.5013427734375,0.501953125,0.998095703125,0.962890625,0.898681640625,1.0,0.0,0.9989053347048675,0.99609375,0.9963479072289568,1,40,primary_registered,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,76847f8f763cd0b172cf,113,fresh,450,8192,2048000,92164,450,64,1.0,85,0.977294921875,0.98046875,0.983642578125,0,pure Y,0.9981,0.99375,0.998046875,0.9954748179571695,0.998046875,0.9954748179571695,,,,0.521728515625,0.522705078125,0.977294921875,0.5208740234375,0.5234375,0.9781494140625,0.968505859375,0.9482421875,0.99951171875,0.00390625,0.9915938818315779,1.0,0.9993557540827614,1,40,primary_registered,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,d3552985205fa5e223c6,127,fresh,0,8192,2048000,0,0,0,0.0,113,0.993896484375,0.99609375,0.996337890625,1,stable gate 113,0.0185,0.99975,0.0205078125,0.023487618656347495,,,0.0205078125,0.023487618656347495,,0.256103515625,0.745849609375,0.754150390625,0.2562255859375,0.74578857421875,0.7543701171875,0.999755859375,0.99365234375,0.98388671875,1.0,0.0030643612384539942,0.041015625,0.043910876074241025,,0,primary_registered,0,0,0
adaptive_exploratory_posthoc_paired_support_intervention,41711555ea3c51ab5aef,127,fresh,2,8192,2048000,410,2,2,0.03125,113,0.99267578125,1.0,0.99267578125,1,stable gate 113,0.0093,0.99825,0.00390625,0.008753944293207938,0.03125,0.08818403903986266,0.0030241935483870967,0.006191683172348109,0.08199235586751455,0.25732421875,0.75537109375,0.74462890625,0.25732421875,0.7542724609375,0.745703125,0.99853515625,0.98779296875,0.897705078125,0.994140625,0.008999885852876144,0.001953125,0.008508002733539782,19,25,primary_registered,0,0,0
adaptive_exploratory_posthoc_paired_support_intervention,780fc092f5b760face1e,127,fresh,4,8192,2048000,820,4,4,0.0625,113,0.9775390625,0.9765625,0.98681640625,1,stable gate 113,0.0903,0.9995,0.087890625,0.09368663348562951,0.28125,0.3039348716958009,0.075,0.07967008427161808,0.22426478742418282,0.2724609375,0.728515625,0.771484375,0.27294921875,0.72796630859375,0.7722900390625,0.9951171875,0.986572265625,0.9658203125,0.93359375,0.07701525378105634,0.109375,0.11035801319020265,17,28,triggered_refinement,0,0,0
adaptive_exploratory_posthoc_paired_support_intervention,35401a9ace0cb6d6ff57,127,fresh,6,8192,2048000,1230,6,6,0.09375,113,0.97119140625,0.98046875,0.986328125,1,stable gate 113,0.102,0.9995,0.10546875,0.11485727951144498,0.5625,0.5471030470916407,0.05818965517241379,0.07014220010659718,0.47696084698504354,0.27880859375,0.72607421875,0.77392578125,0.278564453125,0.726806640625,0.773974609375,1.0,0.98828125,0.978515625,0.955078125,0.05901551253528181,0.166015625,0.17069904648760814,1,29,triggered_refinement,0,0,0
adaptive_exploratory_posthoc_paired_support_intervention,bfba5f3aa1a30cf0224f,127,fresh,8,8192,2048000,1640,8,8,0.125,113,0.942626953125,0.953125,0.964599609375,1,stable gate 113,0.1999,0.99925,0.1982421875,0.20041981488277166,0.5703125,0.5483564751172989,0.14508928571428573,0.15071457770641059,0.3976418974108883,0.307373046875,0.708251953125,0.791748046875,0.306640625,0.70770263671875,0.793017578125,0.993896484375,0.959228515625,0.97802734375,0.810546875,0.194430616103771,0.20703125,0.2064090136617722,1,40,triggered_refinement,0,0,0
adaptive_exploratory_posthoc_paired_support_intervention,d6908c017407e4fcef43,127,fresh,10,8192,2048000,2049,10,9,0.140625,113,0.960205078125,0.9609375,0.980712890625,1,stable gate 113,0.1545,0.9985,0.142578125,0.14525296433132057,0.4166666666666667,0.41104661890126926,0.09772727272727273,0.10175945721987441,0.30928716168139486,0.289794921875,0.718505859375,0.781494140625,0.2900390625,0.71697998046875,0.78203125,1.0,0.9365234375,0.948486328125,0.8359375,0.16385343493397553,0.12109375,0.1266524937286656,1,40,primary_registered,0,0,0
adaptive_exploratory_posthoc_paired_support_intervention,f29c43c52191bd20386f,127,fresh,50,8192,2048000,10245,50,33,0.515625,85,0.953857421875,0.96484375,0.974853515625,0,pure Y,0.8237,1.0,0.8212890625,0.8072487377062573,0.9412878787878788,0.9248628922580184,0.6935483870967742,0.6820465731834144,0.242816319074604,0.456787109375,0.546142578125,0.953857421875,0.4569091796875,0.54486083984375,0.9548583984375,1.0,0.943359375,0.994140625,0.16015625,0.8274028972328026,0.802734375,0.787094578179712,1,40,primary_registered,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,fe2518d5645be549606c,127,fresh,100,8192,2048000,20487,100,50,0.78125,85,0.994384765625,1.0,0.994384765625,0,pure Y,0.9823,0.99925,0.9814453125,0.9762927073100034,0.99,0.98472475608834,0.9508928571428571,0.9461782473873731,0.038546508700966875,0.496337890625,0.505615234375,0.994384765625,0.4970703125,0.505859375,0.9945556640625,0.986083984375,0.95849609375,1.0,0.013671875,0.9820540174194453,0.9765625,0.9705313972005616,1,40,primary_registered,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,2f8437d3a4857717c9ed,127,fresh,250,8192,2048000,51208,250,63,0.984375,23,0.806396484375,0.859375,0.864990234375,0,nuisance/state-sensitive,0.5712,0.9595,0.59375,0.5848057202645062,0.5952380952380952,0.5865627578201263,0.5,0.47411235426043663,0.11245040355968972,0.596435546875,0.759521484375,0.700439453125,0.5968017578125,0.7635498046875,0.6958740234375,0.967041015625,0.876953125,0.78076171875,0.400390625,0.5880504941470628,0.587890625,0.5815609463819496,1,40,primary_registered,0,0,0
adaptive_exploratory_posthoc_paired_support_intervention,2d6d8686ebed1579a010,127,fresh,450,8192,2048000,92162,450,64,1.0,23,0.90234375,0.953125,0.92236328125,0,other semantic rule,0.9003,0.96075,0.8935546875,0.8823236112366253,0.8935546875,0.8823236112366253,,,,0.66162109375,0.70556640625,0.78515625,0.664794921875,0.7030029296875,0.7828857421875,0.98046875,0.927734375,0.968017578125,0.09765625,0.8949690095482685,0.884765625,0.8696782129249822,1,40,primary_registered,0,0,0
adaptive_exploratory_posthoc_paired_support_intervention,fec44f5a56860cfca8a9,131,fresh,0,8192,2048000,0,0,0,0.0,113,0.995849609375,0.99609375,0.995849609375,1,stable gate 113,0.0143,1.0,0.015625,0.02125717686022171,,,0.015625,0.02125717686022171,,0.254150390625,0.746337890625,0.753662109375,0.2537841796875,0.7464599609375,0.7534423828125,0.98193359375,0.998291015625,0.978759765625,0.98828125,0.016693926079602184,0.01953125,0.025820427640841172,,0,primary_registered,0,0,0
adaptive_exploratory_posthoc_paired_support_intervention,4c2c552edf38c264b53b,131,fresh,2,8192,2048000,409,2,2,0.03125,85,0.942626953125,0.95703125,0.970458984375,0,pure Y,0.7846,1.0,0.7705078125,0.7481422421603212,0.6875,0.6894933802195202,0.7731854838709677,0.7500341409326051,-0.060540760713084896,0.442626953125,0.557373046875,0.942626953125,0.444580078125,0.55548095703125,0.944140625,0.97802734375,0.986572265625,0.999755859375,0.181640625,0.7877498123317515,0.72265625,0.7085346719888911,8,19,primary_registered,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,828b9e18891efa528947,131,fresh,4,8192,2048000,818,4,4,0.0625,113,0.919189453125,0.9140625,0.973876953125,1,stable gate 113,0.3462,1.0,0.3212890625,0.32869111580390903,0.640625,0.6198978995819493,0.3,0.30927733021870635,0.31062056936324295,0.330810546875,0.670166015625,0.829833984375,0.3310546875,0.6676025390625,0.8306884765625,0.971435546875,0.972900390625,0.990966796875,0.6328125,0.3780560759432795,0.275390625,0.27932615566453856,8,26,triggered_refinement,0,0,0
adaptive_exploratory_posthoc_paired_support_intervention,15b11b9b2f6464c8aca3,131,fresh,6,8192,2048000,1227,6,6,0.09375,85,0.949951171875,0.94921875,0.980224609375,0,pure Y,0.7932,1.0,0.7998046875,0.7826984716156485,1.0,0.9890138615483358,0.7790948275862069,0.7613555002433017,0.22765836130503414,0.449951171875,0.550048828125,0.949951171875,0.4478759765625,0.5509033203125,0.94775390625,0.968017578125,0.96484375,0.998291015625,0.169921875,0.8148041083014337,0.76953125,0.7505928349298633,8,31,triggered_refinement,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,43cd87a8ea818c038e77,131,fresh,8,8192,2048000,1636,8,8,0.125,85,0.999267578125,1.0,0.999267578125,0,pure Y,0.9981,1.0,0.9970703125,0.9873432198545975,1.0,0.9992670704040834,0.9966517857142857,0.9856398126332424,0.01362725777084095,0.499267578125,0.500732421875,0.999267578125,0.499267578125,0.50067138671875,0.99931640625,0.969482421875,0.9794921875,1.0,0.005859375,0.9850635177660123,1.0,0.9896229219431826,8,31,triggered_refinement,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,8d54b3192cfe101bd0ae,131,fresh,10,8192,2048000,2045,10,10,0.15625,85,0.997314453125,1.0,0.997314453125,0,pure Y,0.9907,1.0,0.9892578125,0.975387251504094,1.0,0.9906099072801673,0.9872685185185185,0.9725682411751917,0.018041666104975596,0.497314453125,0.502685546875,0.997314453125,0.49755859375,0.50244140625,0.9975341796875,0.95654296875,0.979736328125,0.999755859375,0.017578125,0.9677913821801826,0.99609375,0.9829831208280055,8,34,primary_registered,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,06b7526a9c1df7f86a7e,131,fresh,50,8192,2048000,10237,50,36,0.5625,85,1.0,1.0,1.0,0,pure Y,0.9987,1.0,1.0,0.9963179518775949,1.0,0.9992682367506254,1.0,0.9925247284694131,0.006743508281212285,0.5,0.5,1.0,0.500244140625,0.500244140625,0.999658203125,0.9716796875,0.94287109375,1.0,0.0,0.999115662381591,1.0,0.9935202413735987,2,40,primary_registered,1,0,0
